Trial,Stim_Fast_Mean,Stim_Slow_Mean,Recovery_Fast_Mean,Recovery_Slow_Mean
35,123.317807554826,-245.07434122071,359.821732944808,-188.786590186509
36,243.473328600473,-243.969959957827,285.039854004825,-312.765386042325
37,280.859907455819,-203.525284743119,264.629562021914,-396.541524939108
38,249.118000475607,-102.178406460689,204.558297587886,-432.008535242942
39,184.856565369417,-158.983001673751,180.390195116046,-430.567551395127
40,268.684391728684,-208.619380088857,194.06248635749,-386.569931758318
41,154.577919803222,-137.045615120866,205.008893079974,-232.053238364695
42,179.133383087654,-172.375892568329,234.830928863988,-184.479039359537
43,177.827840270798,-170.482227286609,276.7570763671,-172.161178042417
44,192.296356118482,-69.1079238153639,307.974183258863,-162.335457144656
45,142.202695385288,-10.8599970813032,306.490137639826,-113.127509029353
46,126.147440119233,-87.666180638039,361.059930464207,-294.446959094723
47,94.7523917142566,53.4563318150369,357.971386726154,-365.438733281185
48,120.064940089431,-15.7803883687958,346.12916042019,-414.710263195336
49,131.051795474035,-11.5445078194174,309.334867666878,-520.229122872974
50,132.99722131377,24.9596549951107,338.262629896303,-651.055289470258
51,160.412951849547,18.677366546697,386.353810065335,-599.260965004543
52,154.73568247321,-79.5865818279988,480.890368529895,-596.818318895135
53,87.8407631318754,-37.1698750662614,553.541107311078,-556.244155745876
54,67.5704682577057,-80.8438005040936,632.19791895544,-444.731809041758
55,24.216867601088,-62.4018650007075,675.552553668176,-418.304059654252
56,26.309750464714,-89.9174727378647,677.384379206959,-293.862686046978
57,38.6465118686807,-116.353970153478,640.183994325559,-292.89740280669
58,201.825409010368,-114.653809300053,645.78260027726,-228.939380339812
59,188.411656146933,-107.316296692648,641.270308669264,-313.655282976011
60,219.820841054919,-139.871049577517,607.496891925748,-279.096670782413
61,282.141566619333,-105.789004365959,573.996002574034,-361.740467240607
62,253.522068260799,-141.891386916317,476.331435058747,-291.915596875078
63,103.624876540208,-97.5020002677888,430.406281035509,-367.60635226677
64,158.18723033488,-155.761633710311,414.574238305144,-400.337048917062
65,231.21998356557,-150.277940384247,438.746487923939,-377.980007389421
66,283.699945699994,-145.723121063545,425.340605690723,-305.699848350376
67,287.074342303255,-110.920666131828,502.541437238226,-372.014062648812
68,339.566010638136,-149.733118345969,510.838082230781,-404.337643787412
69,357.12044154202,-89.6350000492162,439.210120100212,-278.668240535197
70,246.060366676345,-236.985100317383,420.155815182006,-281.112131675621
71,151.204988528961,-261.057486853176,410.460943184512,-317.630491078787
72,201.220651982875,-243.420493209702,448.546416472778,-214.90171689844
73,181.091061199029,-314.299601437758,436.506409968014,-185.897231685954
74,152.855762190137,-373.748614931792,446.978966066068,-151.119570005245
75,204.69767185696,-331.000968358971,374.36475223499,-107.544626686734
76,248.592302429271,-312.547555103852,464.461791201914,-117.323878190738
77,214.729678463988,-318.709396811395,436.725862543298,-125.96191514041
78,237.629173472683,-302.974012637569,468.226471690361,-44.4511653576656
79,259.099619929177,-220.596608652077,545.813489055329,-113.239701320252
80,394.718878165678,-203.758753076036,618.542764642545,-136.93816171301
81,390.962442580452,-219.496928915642,585.748350739722,-91.4077844296567
82,371.439223496624,-221.363187469063,630.638755696945,-80.6522457535818
83,344.943754032024,-211.710177135575,630.560881705107,-44.9587995715095
84,406.883754753675,-336.812927059633,566.341526833249,-36.4388662150415
85,278.397261855436,-346.385038496207,523.771641551419,17.4166189233518
86,546.924875472402,-529.909852922082,332.479151106204,-176.788481963603
