Trial,Stim_Fast_sub001,Stim_Fast_sub002,Stim_Fast_sub003,Stim_Fast_sub004,Stim_Fast_sub005,Stim_Fast_sub006,Stim_Slow_sub001,Stim_Slow_sub002,Stim_Slow_sub003,Stim_Slow_sub004,Stim_Slow_sub005,Stim_Slow_sub006,Recovery_Fast_sub001,Recovery_Fast_sub002,Recovery_Fast_sub003,Recovery_Fast_sub004,Recovery_Fast_sub005,Recovery_Fast_sub006,Recovery_Slow_sub001,Recovery_Slow_sub002,Recovery_Slow_sub003,Recovery_Slow_sub004,Recovery_Slow_sub005,Recovery_Slow_sub006
61,1419.85663682596,-510.362467311893,128.685172678783,1059.32179567692,29.6429033372769,1624.86440975763,-30.6437041359432,-1344.59219589449,-852.114495931488,3101.42774351503,-1844.15239597217,-299.393003972444,1165.91218075347,-9.77797840363564,368.136784093876,2290.53927362701,82.2560685642411,3357.19535378614,-1588.06239715518,55.0386398574174,92.9027514137524,1180.55483345553,-3759.97784767655,-321.341586782241
62,1709.11793895837,-424.505903044648,391.115921285592,50.2154230914439,72.6643799738968,1609.96671039762,-516.932319614511,-1147.12281613416,-815.698820580803,2472.93383971367,-1264.68178296602,-431.194743413984,789.486511526346,-76.9072265855839,-284.898592320979,2143.81272112896,-205.773209205892,3716.56666769479,-1209.76358810854,-42.6071767195153,154.479662138734,1733.57616447393,-3707.96481245347,-430.707411832084
63,1071.10994137415,-854.795247255625,260.037156912519,277.740687661828,-585.885300013928,1441.60093133623,-528.650912565816,-717.560089341042,-669.817397319228,3073.38709269925,-1434.06553543596,-893.317161250671,743.731759625995,86.6770572525684,-160.02678240253,1180.21847288346,321.841009680864,3358.74350691843,-1151.51727940196,79.2611373399559,62.2055049392638,403.238342948196,-3276.18366052845,-528.280272498251
64,1303.92201394308,-757.191815126035,632.617578754438,101.003885784183,-277.21230882468,1261.41706102025,-601.650842921532,-343.097362988642,-625.756050017284,2281.52865404356,-1008.57831499519,-1571.58568764465,635.668179412862,-366.594094963978,-200.702232164086,1549.04580385017,241.413266974085,3482.36958808535,-1203.69221123038,-138.628847375546,-355.1737990212,785.946741021178,-3245.94603518303,-646.55043521576
65,1651.24277694792,-1087.13435044972,584.21055996104,1165.60648280808,-364.434194781987,1191.45817983418,-301.024546778393,-407.568248393018,-598.740833218025,2113.82133295572,-1439.29450331394,-1170.5284858633,631.49371183897,-221.930305721455,164.589112138547,1088.40424804258,678.378514850355,3290.33222547095,-846.204462481025,280.282654470551,-482.128165562291,139.814514760012,-2719.68444781189,-907.840182048402
66,1479.10722671931,-812.185019420835,703.376736922907,649.575009968981,132.046354535941,1618.7886912063,-280.164759828695,-263.300241540808,-368.573290070371,1266.14466471234,-1041.72073813106,-1061.06308790394,1001.90454290476,-504.695530619609,-30.7855620051178,1546.79979815777,163.160908591702,3294.01276279186,-741.621573535749,-65.6823136287967,-622.62658182915,499.111940986038,-3184.63610902019,447.056456823339
67,1359.55003236809,-1087.71912896006,526.874796054227,1248.38740714119,191.67662734071,1572.4320252276,124.929074187638,-515.164341023372,-491.691036180555,1955.85756437943,-1101.8917378931,-1303.08751705197,1341.33688155332,-356.312196603604,420.783766885993,1569.27167057158,547.941772027672,2873.78500395642,-568.675347043063,-261.365744193966,-883.332316308551,-411.596624793245,-3240.9474914819,901.748772034993
68,1428.76683152463,-852.067846225676,683.818442800518,843.442205561643,774.181702613086,1562.96044291611,127.078070587516,-1000.24101405518,-461.706727953044,1380.02483814257,-934.320081174927,-907.632505698559,1346.99211168097,-647.094394540585,133.796659635778,2324.87334348765,57.0741266961031,3280.72479134213,-492.427613912003,-477.145447446025,-978.487516079385,-49.1698636668552,-3721.52295159755,866.701667252888
69,1356.19131889883,-1020.11969552162,494.681200221704,1477.41932612273,684.897310855736,1658.68548945954,240.174912939166,-1386.40254332986,-571.079898598135,2171.88485428318,-1146.69491185866,-383.502414026287,1811.198203978,-561.199678287224,245.646920856511,1437.18339903279,65.0588753816101,2638.94337177354,-150.638169074661,-254.868351177424,-536.616327351942,-101.746669433214,-3556.47758061993,1256.32821123481
70,768.196807290462,-753.733717396057,379.887616111661,509.9906230464,789.788404492075,1624.90431810428,-103.609327302473,-1183.73035581174,-541.583051804151,1619.24269296891,-1288.23007113157,-1345.91109072756,2023.91603718942,-908.953067828336,53.2313993957878,1965.7704261726,-379.205462907995,2653.42010169528,-33.6681097925111,-617.323886202974,-523.098618332211,965.582615768521,-3955.93621179338,791.098630245106
71,817.431947416462,-1024.3835885496,-7.63464543816917,1192.59809721644,114.650965684266,1088.10673755081,-182.819559382308,-1400.08818333405,-761.161054513342,2434.89001156341,-2002.94300801208,-1220.56804855974,1805.91346516501,-586.917638905091,235.921222753623,1684.44664010745,-263.349070431665,2415.8263510575,73.2194110096552,-374.500366408327,-451.664177678918,789.614985299664,-3641.75081336141,-206.484931806108
72,1029.94662520105,-763.391464821379,248.129408741221,550.100531630447,423.987442839257,1292.18493173658,-435.085198286361,-736.054294820437,-683.009001113519,1711.53198050458,-2163.31429035187,-615.115114448823,1801.76957635377,-754.737975137336,-23.3975088051884,2207.66317752852,-469.058199639514,2986.62757890576,-259.274933144629,-273.97657660005,-361.332269890523,2037.47779663923,-3450.33756421044,-271.377055574864
73,1057.55250872875,-1059.30569280544,52.1999665203848,1042.23907723999,207.475695668086,1239.24083056926,-545.989804506255,-823.698714390547,-937.852588093787,1383.9336170733,-2504.2896025274,-343.698124808407,2014.04012905866,-322.570418869155,210.601389593987,1651.5392421721,-559.376585603219,2610.15281479648,44.7451048279199,-6.51012602494666,-393.583156309902,2151.83391662847,-3022.66393505279,-1004.5885843002
74,832.483599769104,-831.420753373117,308.477940423704,217.871028362295,315.740305061575,1357.42667757076,-520.954104645953,-768.390334706713,-847.656121463542,807.335176067256,-2728.24377936437,-427.07421506818,1865.13882827726,-454.290177349772,-110.159485697177,2192.99913247313,-959.188688277769,3195.55763489981,-156.295312662995,106.592093615578,-750.215783105443,2476.3735320594,-3235.15589797353,-254.733471995951
75,969.684466753317,-1079.12180880708,656.225529647889,1028.51467996354,-122.085865411073,1369.46471166961,-602.197709058625,-1055.60650098569,-729.808503708901,1212.18671651762,-2636.47288639403,-160.112736678022,1699.18783738233,-179.891357268149,132.483175517458,1858.08165338665,-1263.54143047874,2612.36679981301,31.3531674232308,507.636540430196,-1023.63384301219,2044.27945446783,-3013.92020493496,163.749365385091
76,897.907417954179,-739.578271093706,1230.4423861358,653.330902417169,30.1757058096637,1277.13913946083,-285.058172307875,-927.481868305911,-494.561022547043,712.755063619457,-2392.82789489536,-363.396766809493,1692.12171099965,-424.417109388777,53.183333913481,2435.43424493257,-1016.29580976762,3199.82477526634,-152.369406276382,468.701466115692,-1141.61789114983,2128.09298291905,-3524.27840912425,813.584719226856
77,433.249439631969,-1031.31796654386,1006.15631085335,1547.89236485276,-396.364123860648,1383.44976816696,-126.690228011649,-1504.0293783385,-693.419466917956,814.175161252315,-2667.70751025738,353.158660536428,1962.77214488124,-105.482293023627,127.975392188486,2351.80994801095,-1453.58447287944,2723.52928287464,257.733222379575,402.20623307405,-1181.25952732971,1560.16545512901,-2918.3311266392,367.942761701361
78,164.36816096027,-796.526815377322,1236.9041061211,1698.25889531978,-422.953734254433,1337.80912043548,236.216112312094,-1277.54261272723,-482.291119773467,412.361075205261,-2449.28254528337,-75.1490613841215,1906.46961244249,-306.182360244321,-14.2900488031364,3116.80958606638,-1512.46755407907,2794.68807643466,550.608797332722,119.457215386417,-1293.56712229013,1780.47878347262,-3006.70547244325,1316.31381424963
79,237.915212096483,-835.85880050695,1098.20198080645,2619.39504634912,-882.227556692665,1238.07920863037,286.997521959651,-1258.34747449527,-632.234435171116,698.941397755741,-1924.02285768647,181.50654381254,2390.35270261914,193.901424296974,310.037560380101,2828.29319874198,-1388.74824607805,2582.23488023648,816.768931396019,91.918491546674,-1186.09991035555,1200.91072206589,-2501.41000699485,219.035356498798
80,485.642416865046,-339.387472768936,826.056050119464,2822.6757920411,-192.069654826285,1500.01905809043,474.910329486251,-843.680165549192,-766.423535914542,592.294685316603,-1860.32640165381,-41.8799485977306,2363.94617033973,152.345855183904,30.6888628162405,3072.58097145618,-1088.80884487094,3258.0698123181,384.792022109127,-187.515495975822,-1086.29032270132,1352.03105799156,-2728.04623069226,621.771028712606
81,732.853980663349,-654.179467114369,437.567983408859,3418.9238889559,-446.661895019417,1569.35447160378,6.47876538429955,-781.527467091997,-1130.35035586513,1601.59623354327,-1926.66164692925,-403.498676028897,2375.9067744272,527.955692487973,175.274992596032,2948.7595001295,-1361.95210227874,2729.34500304738,692.104678678063,-75.7090265780089,-906.035678680807,1161.35267207754,-2158.68484383945,190.07878518679
82,688.638122297772,-329.634363584254,559.970594146665,3061.01846924888,-420.209929855875,1263.79744123898,60.685383991522,-583.916608415346,-901.002596584171,1686.46954853652,-1707.26000537963,-1211.33397177765,2506.21825897633,431.927718536784,128.456372130637,3129.50984074633,-1298.59081245532,3036.45334196125,640.235791425306,20.7157633382994,-908.386324281472,1306.56706864475,-2687.44175742974,660.482509259875
83,661.129102418271,-225.67215689768,442.730232976776,3225.41788221159,-898.95144470248,1300.98108391049,17.1913810462929,-730.775401670229,-1211.81892383341,3117.84638678408,-1969.18068476114,-1763.78488319249,2557.26834474118,931.401034887275,179.42214793417,2482.4180840282,-1221.28876727308,3003.81938767622,551.393728135567,75.9240083488457,-707.252144174133,1418.96198847405,-2216.77229923611,338.239123593674
84,873.279940768468,186.591021470563,568.894033400566,2942.05439111712,-593.437745577892,1271.53306739795,83.3551334801286,-578.354890392741,-1043.31730530421,2129.23126131906,-2469.135983287,-2163.53334053083,2036.05771248212,831.823357958127,-155.861644511978,3042.4882670489,-1640.7460819944,3048.64636254888,435.779348021701,-179.814329948624,-775.374044213615,2405.52098336184,-2491.93409573251,168.555743930705
85,1216.15944362211,-55.3871546623632,434.598100380469,2770.52357684867,-1167.26725213054,704.502150603746,192.900915910122,-612.090353972667,-1073.84798879161,2803.64517745315,-2821.9114743496,-1306.41943606975,2204.11539188497,1187.02209475872,-22.0607198088519,3191.49064709746,-1867.8330844879,2619.97613465868,596.594092048023,-32.9284129294001,-648.705857446737,1863.27510011071,-2141.06291480403,-258.235168747921
86,1167.37687144726,536.529924457031,512.955538830853,2025.4234451227,-664.468766495526,663.588171989535,580.015986600347,-503.742545687723,-833.076813477705,1846.94166576983,-3104.49131039611,-1046.93262211512,2061.20507038731,1015.57785286366,-183.705345701944,3668.1270077756,-1936.40096755802,3071.06645740344,208.78907982466,-231.378510399375,-856.975573701544,2477.02603230463,-2478.93052322228,-255.46554316949
87,2129.18789850528,1006.2741282541,471.022870183573,1754.72624679292,-97.5019786392586,408.025402425723,493.888371572233,-404.352593759119,-657.990946694976,1278.62255233955,-3550.95287095965,-224.376194409369,1625.40810889688,902.932772641191,-305.956975443781,4437.6032098413,-2041.5649743413,3008.4784551418,-380.53496240591,-123.915633075977,-933.03163586041,2506.57549388072,-2874.25784782855,-1005.88050025018
88,1105.60394180659,1779.15819266505,527.682898141808,299.354990271771,1529.17684772026,1164.78248197629,650.493449601092,-705.287206066524,-667.875167865793,1405.75451765586,-4148.75234494679,-1498.03261363234,1546.0994624822,192.347030099897,4.6530149961809,5493.53625928828,-978.489427483625,4155.39068843476,-1542.11018976895,-270.823421386688,-1109.00718289388,3470.55007311542,-3765.60834713641,197.438657326067
